add to worksheet~10974~ARTH~105~001~COL~3.000~30 - Columbia Full Term~History of Western Art~TR~02:50 pm-04:05 pm~100~59~41~Lydia M. Brandt (P)~08/24-12/08~MCMSTR 214~AIU Aesthetic/Interpretive and GLD: Global Learning~
add to worksheet~25347~ARTH~105~Y01~COL~3.000~30 - Columbia Full Term~History of Western Art~W~04:40 pm-07:25 pm~35~13~22~Elizabeth M. P. Petit (P)~08/24-12/08~MCMSTR 239~AIU Aesthetic/Interpretive and GLD: Global Learning~
add to worksheet~17095~ARTH~106~001~COL~3.000~30 - Columbia Full Term~History of Western Art~MWF~12:00 pm-12:50 pm~200~35~165~Peter Martin Chametzky (P)~08/24-12/08~CRRELL 107~AIU Aesthetic/Interpretive and GLD: Global Learning~
add to worksheet~10989~ARTH~320~001~COL~3.000~30 - Columbia Full Term~History of Italian Renaissance Art~MW~02:20 pm-03:35 pm~30~17~13~Anna Swartwood House (P)~08/24-12/08~MCMSTR 239~GLD: Global Learning~
add to worksheet~25656~ARTH~330~001~COL~3.000~30 - Columbia Full Term~History of 19th Century Art~TR~11:40 am-12:55 pm~30~7~23~Andrew S. Graciano (P)~08/24-12/08~MCMSTR 239~ ~
C~25657~ARTH~330~H01~COL~3.000~30 - Columbia Full Term~HNRS: History of 19th Century Art~TR~02:50 pm-04:05 pm~16~16~0~Andrew S. Graciano (P)~08/24-12/08~MCMSTR 239~SC Honors College~
add to worksheet~10977~ARTH~335~001~COL~3.000~30 - Columbia Full Term~History of 20th Century Art~TR~01:15 pm-02:30 pm~100~35~65~Bradford Ray Collins (P)~08/24-12/08~MCMSTR 214~ ~
C~10967~ARTH~340~H01~COL~3.000~30 - Columbia Full Term~HNRS: History of American Art I~TR~04:25 pm-05:40 pm~16~16~0~Lydia M. Brandt (P)~08/24-12/08~MCMSTR 239~SC Honors College~
add to worksheet~22010~ARTH~390~001~COL~3.000~30 - Columbia Full Term~Topic: History of Chinese Art~MWF~09:40 am-10:30 am~30~6~24~Amanda S Wangwright (P)~08/24-12/08~MCMSTR 239~ ~
add to worksheet~24969~ARTH~390~002~COL~3.000~30 - Columbia Full Term~Topics in Art History~TR~01:15 pm-02:30 pm~30~7~23~Ann Michelle Marlar (P)~08/24-12/08~MCMSTR 239~ ~
add to worksheet~19135~ARTH~501~001~COL~3.000~30 - Columbia Full Term~Methodologies of Art History~TR~11:40 am-12:55 pm~15~8~7~Susan Felleman (P)~08/24-12/08~MCMSTR 329~INT Integrative~
add to worksheet~12359~ARTH~503~001~COL~3.000-6.000~30 - Columbia Full Term~Internship in Art History~ ~TBA~3~0~3~Peter Martin Chametzky (P)~08/24-12/08~TBA~GLD: PCE Internships~
C~24970~ARTH~514~001~COL~3.000~30 - Columbia Full Term~Topics in Ancient Art~TR~01:15 pm-02:30 pm~5~5~0~Ann Michelle Marlar (P)~08/24-12/08~MCMSTR 239~INT Integrative~
add to worksheet~24971~ARTH~534~001~COL~3.000~30 - Columbia Full Term~Topics in 19th-Century Art~W~02:20 pm-05:00 pm~15~9~6~Andrew S. Graciano (P)~08/24-12/08~MCMSTR 329~INT Integrative~
C~17101~ARTH~539~001~COL~3.000~30 - Columbia Full Term~Topics in Modern Art~TR~10:05 am-11:20 am~25~27~-2~Bradford Ray Collins (P)~08/24-12/08~MCMSTR 239~INT Integrative~
C~24977~ARTH~546~001~COL~3.000~30 - Columbia Full Term~Special Topics in Asian Art~M~02:20 pm-05:00 pm~5~5~0~Amanda S Wangwright (P)~08/24-12/08~MCMSTR 215~ ~
add to worksheet~29217~ARTH~551~001~COL~3.000~30 - Columbia Full Term~Topic: Surveillance~TR~10:05 am-11:20 am~2~1~1~Heidi R Cooley (P)~08/24-12/08~GAMBRL 149~ ~
C~23446~ARTH~599~001~COL~3.000~30 - Columbia Full Term~Independent Study~ ~TBA~1~1~0~Andrew S. Graciano (P)~08/24-12/08~TBA~ ~
C~19137~ARTH~701~001~COL~3.000~30 - Columbia Full Term~Methodologies and Practices of Art History~TR~11:40 am-12:55 pm~5~6~-1~Susan Felleman (P)~08/24-12/08~MCMSTR 329~ ~
add to worksheet~19136~ARTH~735~001~COL~3.000~30 - Columbia Full Term~Problems in 20th-Century Art~TR~10:05 am-11:20 am~10~5~5~Bradford Ray Collins (P)~08/24-12/08~MCMSTR 239~ ~
C~24979~ARTH~746~001~COL~3.000~30 - Columbia Full Term~Special Topics: Problems in Asian Art~M~02:20 pm-05:00 pm~4~4~0~Amanda S Wangwright (P)~08/24-12/08~MCMSTR 215~ ~
C~22615~ARTH~790~001~COL~3.000~30 - Columbia Full Term~Problems in Art History~W~02:20 pm-05:00 pm~5~6~-1~Andrew S. Graciano (P)~08/24-12/08~MCMSTR 329~ ~
C~23216~ARTH~799~001~COL~1.000-9.000~30 - Columbia Full Term~Thesis Preparation~TBA~TBA~1~1~0~TBA~08/24-12/08~TBA~ ~
